1379	467	2.21720295202030
978	1815	3.09950702259823
1475	2050	2.41654189118315
1281	1130	3.20257370559466
2328	2439	3.14230224122976
1289	1080	2.13274455563636
2052	177	2.57868696392809
366	2562	1.88603562709798
1973	862	2.65863752258028
1821	168	2.24790600491753
1062	479	3.21986279177246
2024	1060	2.88355552216901
2331	2365	2.37045107568956
2603	1379	1.84509442149026
791	1443	2.83485019261657
2139	859	2.82101369975686
1887	974	2.33933736602097
2544	28	3.73082384600749
2505	1906	2.34812250806488
102	333	3.56110859580037
1855	2559	1.85672615987298
587	2193	3.42701890356996
770	176	3.46138422391210
143	1896	3.39290597209363
1463	499	3.39481757397787
2282	1828	3.58692763128456
663	1358	2.83303227615634
1607	1048	2.64760401630075
2495	2126	2.09959002479084
1142	1426	2.42813642916393
465	2275	2.17132615611124
968	1924	2.92260742641518
1732	1648	2.84705351466340
614	1522	2.93968380124431
765	420	3.77329444938982
1338	1456	2.63128640902622
723	2058	3.71066936562439
2184	2300	2.19540071042004
758	699	3.46983424320661
1959	287	2.10865916935476
2429	2592	1.96839919170698
1462	2156	2.67335572482802
21	107	3.66755291838086
2378	412	2.00089852647412
821	2468	2.25146822762678
2509	298	1.88945008675059
160	692	2.62553538545303
1822	1944	3.58699579463665
624	595	2.60164623621997
778	1873	1.81393078167881
1172	1648	3.43401089765582
2443	1874	2.58640051062518
1646	1544	3.07964298379227
1922	296	3.17039046335169
2268	95	2.32227665273895
1968	1182	2.22567996853910
509	788	2.95200876449644
1987	293	2.87000563172206
631	626	3.46374195300122
1307	2581	3.20449167625984
1549	2529	3.15143978975156
2461	1872	1.82228355338166
2108	1923	3.68205962675075
2545	97	3.48951597225845
2125	1351	2.35947863237733
937	1600	3.61784383872817
2547	1165	2.08655480723490
2305	2182	2.27451279324670
2249	1056	2.18064684341583
1328	2263	3.37732666577395
1916	414	2.18612402033110
578	264	2.73872456420327
2019	478	3.76399173078054
224	2202	2.63341963319655
1765	741	2.27717266970279
539	1726	3.03998936962562
2282	1711	3.70477033300934
601	9	2.37362012326042
942	899	2.04827862875848
766	1681	2.20489119679656
53	854	3.34005830607142
2526	1339	2.98072475725012
116	221	3.64147412478682
2375	1371	2.58632935009039
822	2529	3.52438341976454
1265	2502	2.94132000030537
472	166	2.85437946615212
316	1941	2.37394404125455
1554	482	2.09943590313559
758	1647	2.32949498947737
322	1735	2.57950863830210
670	301	1.88225072128901
1545	2410	2.33193889693869
1508	1296	3.36736342785440
2589	625	3.50333999382186
2613	263	2.22056275869794
1224	382	2.75656363718083
47	2363	2.93573082266557
1060	867	3.31693026355184
1881	455	2.56142491425985
977	411	2.60892495522687
1371	1451	3.18290555278211
425	682	3.19562573095223
322	2463	2.34005502693449
2449	1464	1.85521732530298
2346	1936	2.80124547254601
299	702	1.94343877946508
645	2086	2.24301532963890
2350	2049	1.94735157185613
801	2233	1.97370180346618
255	1036	3.72948460352651
1545	350	2.81271547731765
440	979	3.51869101073323
735	1937	2.95034561292627
2209	2337	2.21855073434974
721	450	2.33022056984782
1709	2472	3.67428957545917
1313	2120	2.87143797704300
2534	41	1.92157381641588
1653	277	2.44798118225659
1803	1767	2.76378731666276
2498	748	3.60253346161287
131	479	3.59208691913470
2184	756	3.25706993431838
1877	2367	2.27880974889164
594	1486	3.05377985373836
1077	2059	2.62671500732703
656	930	2.10381808854886
575	861	2.19164964146137
1013	57	2.83654415112659
1426	315	3.47029467097986
1356	2428	2.84170035974903
2056	325	2.88155425993399
1895	623	3.05380455510806
2307	456	3.18924632957606
496	300	2.79648589353194
843	1144	2.92224768846198
2104	1892	1.83308521472465
1149	1803	2.89989140350168
1863	289	3.72770619734038
450	1835	2.00555261857409
2465	2480	2.45787390612189
2226	2418	3.71491956602671
199	1814	3.54567108527297
1535	543	3.65560606157183
861	327	1.92466257534657
2567	2080	3.13068002530419
486	2615	3.09497516987878
464	1624	2.43794472561958
2056	2239	2.54156810307556
802	1756	2.84207262523237
165	483	3.28558946216983
197	1065	2.63280178500190
1850	2463	3.41553109009171
2337	1440	3.66199390073587
276	2598	2.44743052823931
1196	2128	2.10807516104809
919	2271	3.36671734129217
1364	1437	3.39460126650097
1157	1333	3.19733664653385
1095	1960	3.24442465991131
1949	2420	3.39458690593497
1576	2513	2.16768769075014
1622	1503	2.55843282639086
1692	1770	1.85551405866618
1711	1723
2002	364
1109	24
1573	1574
2203	405
821	337
1471	170
871	145
2276	2498
1266	1240
721	805
434	435
2156	492
50	51
626	682
488	117
2212	2363
206	207
788	793
563	1347
1274	777
695	1061
256	259
374	375
959	1218
182	651
1552	716
1827	7
1217	1218
71	75
276	2186
107	826
786	382
2138	2139
572	418
536	597
1334	480
507	511
1621	1622
314	1263
1557	2355
1184	970
1802	1803
530	336
913	1584
746	150
1776	1777
1	2
773	774
1569	2129
1011	798
892	1992
126	792
340	842
865	1705
323	155
1164	1165
1021	1861
1590	2320
138	1486
293	1152
289	2258
1852	1853
832	696
2108	2060
941	943
46	48
1040	444
1470	1857
973	683
1794	1795
339	343
1498	145
972	975
136	765
927	1274
494	2516
902	2460
1467	2003
1735	1736
907	1295
409	461
396	397
682	1518
1416	1417
895	650
300	301
142	2049
391	1244
1367	1368
1110	969
1874	441
2611	1108
633	634
663	153
2615	707
1078	2401
726	728
1996	991
170	1838
107	827
1628	406
996	999
1657	417
1674	889
1322	1951
111	241
1257	1931
386	388
507	509
2215	1795
192	223
600	1030
761	966
51	1127
1319	1696
380	1194
28	1529
162	627
111	239
599	603
2097	510
499	668
868	722
2530	2531
2183	2031
332	653
1849	361
1427	1823
763	1797
1367	146
1417	2225
2380	427
332	1364
1881	532
2594	2595
2393	1288
574	1236
2412	2413
569	570
318	991
758	850
1081	504
1452	417
528	1705
1842	1468
2271	122
1479	138
594	595
499	670
2057	64
744	1340
249	699
865	1622
2194	2181
1096	1097
249	696
598	2526
1194	315
948	441
1495	1496
2032	7
740	222
1522	142
1140	2275
912	914
445	446
1358	1078
1688	355
2188	381
2210	2211
1510	604
1944	322
1988	751
1039	417
1166	1783
2122	336
755	1339
26	450
1908	902
532	2541
510	1097
1805	778
633	639
861	2546
1851	272
2164	693
1208	1209
293	1144
1375	1376
137	138
1060	55
256	261
409	466
608	610
978	763
2182	2369
118	119
606	607
888	622
522	1016
573	1035
1668	146
1874	61
1336	1337
1537	1120
662	2011
1534	1448
293	1147
61	2429
1043	1044
302	9
332	2321
1351	1353
1298	1301
1344	24
507	510
2296	887
1013	898
1469	1470
1086	881
758	1734
1710	1713
1905	1855
1357	731
2095	2096
625	626
570	728
1359	1072
2391	2392
171	174
1324	875
167	168
1499	1500
664	665
2174	2175
379	382
627	712
212	787
695	450
1672	1673
615	616
633	635
134	314
1221	492
579	190
306	1008
1242	576
437	52
716	722
